Data Extract: data for one segment with characteristics given in cells N3:O10,,,,,,,,,,,,,,,,,
Tier,FICO,Approve Date,Term,Amount,Previous Rate,Car  Type,Competition Rate,Outcome,Rate,Cost of Funds,Partner Bin,,,,,,
1,701,6/27/04,60,18400, ,U,5.05,1,5.05,1.33,2,,,,,,
3,685,6/27/04,60,25000, ,U,5.05,0,8.35,1.33,1,,,,,,
3,693,6/28/04,60,18480, ,U,5.05,0,8.35,1.34,1,,,,,,
2,712,6/27/04,60,25000, ,U,5.05,0,7.24,1.33,3,,,,,,
3,690,6/28/04,60,18700, ,U,5.05,0,8.35,1.34,3,,,,,,
3,691,6/28/04,60,24000, ,U,5.05,0,8.35,1.34,3,,,,,,
2,690,6/28/04,60,21500, ,U,5.05,0,7.24,1.34,1,,,,,,
1,711,6/28/04,60,22700, ,U,5.05,1,5.05,1.34,3,,,,,,
3,694,6/29/04,60,22108, ,U,5.05,0,8.35,1.36,3,,,,,,
3,691,6/29/04,60,25000, ,U,5.05,0,8.35,1.36,1,,,,,,
3,693,6/29/04,60,22000, ,U,5.05,0,8.35,1.36,3,,,,,,
2,701,6/30/04,60,25000, ,U,5.05,0,7.24,1.37,1,,,,,,
3,696,6/30/04,60,25000, ,U,5.05,0,8.35,1.37,1,,,,,,
3,697,6/30/04,60,21999, ,U,5.05,0,8.35,1.37,3,,,,,,
3,687,6/30/04,60,19000, ,U,5.05,0,8.35,1.37,2,,,,,,
3,691,6/30/04,60,24000, ,U,5.05,0,8.35,1.37,3,,,,,,
2,707,6/30/04,60,18772, ,U,5.05,1,7.24,1.37,1,,,,,,
3,691,7/1/04,60,24999, ,U,5.05,0,8.35,1.36,2,,,,,,
3,695,7/1/04,60,21000, ,U,5.05,0,8.35,1.36,1,,,,,,
2,708,7/2/04,60,22000, ,U,5.05,0,7.24,1.36,1,,,,,,
3,689,7/2/04,60,23162, ,U,5.05,0,8.35,1.36,1,,,,,,
2,712,7/3/04,60,25000, ,U,5.05,0,7.24,1.36,3,,,,,,
3,695,7/4/04,60,25000, ,U,5.05,0,8.35,1.36,1,,,,,,
3,705,7/4/04,60,19000, ,U,5.05,0,7.29,1.36,2,,,,,,
3,685,7/6/04,60,20000, ,U,5.05,0,8.35,1.35,2,,,,,,
3,704,7/6/04,60,20000, ,U,5.05,0,7.29,1.35,2,,,,,,
2,705,7/6/04,60,24617, ,U,5.05,0,7.24,1.35,3,,,,,,
2,705,7/6/04,60,24771, ,U,5.05,0,7.24,1.35,2,,,,,,
2,703,7/6/04,60,22800, ,U,5.05,0,7.24,1.35,1,,,,,,
1,709,7/6/04,60,21124, ,U,5.05,1,5.05,1.35,1,,,,,,
3,689,7/6/04,60,17898, ,U,5.05,0,8.35,1.35,1,,,,,,
3,687,7/6/04,60,23500, ,U,5.05,0,8.35,1.35,2,,,,,,
3,687,7/6/04,60,21000, ,U,5.05,0,8.35,1.35,1,,,,,,
2,701,7/6/04,60,24955, ,U,5.05,1,7.24,1.35,3,,,,,,
1,701,7/6/04,60,21000, ,U,5.05,0,5.05,1.35,3,,,,,,
3,696,7/7/04,60,19999, ,U,5.05,0,8.35,1.35,2,,,,,,
3,687,7/7/04,60,23000, ,U,5.05,0,8.35,1.35,3,,,,,,
2,703,7/7/04,60,20000, ,U,5.05,0,7.24,1.35,2,,,,,,
1,707,7/7/04,60,24999, ,U,5.05,0,5.05,1.35,3,,,,,,
3,692,7/8/04,60,25000, ,U,5.05,0,8.35,1.36,1,,,,,,
2,708,7/8/04,60,19999, ,U,5.05,0,7.24,1.36,2,,,,,,
3,693,7/8/04,60,25000, ,U,5.05,0,8.35,1.36,3,,,,,,
3,711,7/8/04,60,24000, ,U,5.05,0,7.29,1.36,2,,,,,,
3,696,7/8/04,60,25000, ,U,5.05,0,8.35,1.36,1,,,,,,
1,706,7/9/04,60,18766, ,U,5.05,0,5.05,1.37,1,,,,,,
3,698,7/9/04,60,20000, ,U,5.05,0,8.35,1.37,3,,,,,,
2,712,7/9/04,60,20000, ,U,5.05,0,7.24,1.37,2,,,,,,
2,705,7/9/04,60,25000, ,U,5.05,0,7.24,1.37,2,,,,,,
3,684,7/9/04,60,25000, ,U,5.05,0,8.1,1.37,3,,,,,,
2,705,7/9/04,60,24999, ,U,5.05,0,7.24,1.37,1,,,,,,
3,685,7/10/04,60,18348, ,U,5.05,1,8.35,1.37,1,,,,,,
2,705,7/10/04,60,21500, ,U,5.05,0,7.24,1.37,3,,,,,,
2,712,7/12/04,60,22000, ,U,5.05,0,7.24,1.38,1,,,,,,
3,702,7/12/04,60,20990, ,U,5.05,1,7.29,1.38,1,,,,,,
3,685,7/12/04,60,18000, ,U,5.05,0,8.35,1.38,1,,,,,,
3,686,7/12/04,60,25000, ,U,5.05,1,8.35,1.38,1,,,,,,
2,689,7/12/04,60,23180, ,U,5.05,0,6.24,1.38,3,,,,,,
2,704,7/12/04,60,19145, ,U,5.05,0,7.24,1.38,1,,,,,,
3,699,7/12/04,60,20500, ,U,5.05,0,8.35,1.38,1,,,,,,
2,705,7/12/04,60,25000, ,U,5.05,0,7.24,1.38,1,,,,,,
3,691,7/13/04,60,23000, ,U,5.05,0,8.35,1.38,2,,,,,,
3,685,7/13/04,60,21000, ,U,5.05,0,8.35,1.38,1,,,,,,
1,694,7/13/04,60,25000, ,U,5.05,0,5.05,1.38,2,,,,,,
2,712,7/13/04,60,20000, ,U,5.05,0,6.24,1.38,3,,,,,,
2,704,7/14/04,60,20000, ,U,5.05,0,6.24,1.39,3,,,,,,
2,700,7/14/04,60,22000, ,U,5.05,0,7.24,1.39,1,,,,,,
3,684,7/14/04,60,25000, ,U,5.05,0,8.35,1.39,1,,,,,,
2,704,7/14/04,60,20000, ,U,5.05,0,7.24,1.39,1,,,,,,
3,690,7/14/04,60,24000, ,U,5.05,0,8.35,1.39,1,,,,,,
3,700,7/14/04,60,21200, ,U,5.05,1,4.59,1.39,3,,,,,,
2,705,7/15/04,60,25000, ,U,5.05,0,7.24,1.41,2,,,,,,
2,712,7/15/04,60,21000, ,U,5.05,0,7.24,1.41,1,,,,,,
2,701,7/16/04,60,18000, ,U,5.05,0,7.24,1.42,2,,,,,,
3,687,7/16/04,60,21979, ,U,5.05,0,8.35,1.42,1,,,,,,
3,688,7/16/04,60,21900, ,U,5.05,0,8.35,1.42,1,,,,,,
3,685,7/16/04,60,25000, ,U,5.05,0,8.35,1.42,1,,,,,,
2,711,7/17/04,60,20000, ,U,5.05,0,6.34,1.42,2,,,,,,
3,692,7/17/04,60,22000, ,U,5.05,0,8.35,1.42,3,,,,,,
3,695,7/17/04,60,25000, ,U,5.05,0,8.35,1.42,1,,,,,,
3,690,7/17/04,60,19000, ,U,5.05,0,8.35,1.42,3,,,,,,
2,709,7/18/04,60,23300, ,U,5.05,0,6.34,1.42,1,,,,,,
3,687,7/19/04,60,25000, ,U,5.05,0,8.35,1.42,2,,,,,,
3,696,7/19/04,60,20000, ,U,5.05,0,8.35,1.42,2,,,,,,
2,710,7/19/04,60,25000, ,U,5.05,0,6.34,1.42,1,,,,,,
3,690,7/19/04,60,19924, ,U,5.05,0,8.35,1.42,3,,,,,,
3,706,7/19/04,60,22500, ,U,5.05,0,8.35,1.42,3,,,,,,
3,687,7/19/04,60,18500, ,U,5.05,1,8.35,1.42,1,,,,,,
2,706,7/19/04,60,20500, ,U,5.05,1,6.34,1.42,1,,,,,,
3,688,7/20/04,60,22000, ,U,5.05,0,8.35,1.43,1,,,,,,
2,712,7/20/04,60,18681, ,U,5.05,1,6.34,1.43,1,,,,,,
3,691,7/20/04,60,25000, ,U,5.05,0,8.35,1.43,2,,,,,,
2,701,7/21/04,60,25000, ,U,5.05,0,6.34,1.43,1,,,,,,
3,690,7/21/04,60,19999, ,U,5.05,0,8.35,1.43,3,,,,,,
2,701,7/21/04,60,22999, ,U,5.05,0,6.34,1.43,2,,,,,,
2,709,7/22/04,60,20000, ,U,5.05,0,6.34,1.45,3,,,,,,
2,706,7/22/04,60,23434, ,U,5.05,1,6.34,1.45,1,,,,,,
2,704,7/22/04,60,18703, ,U,5.05,1,6.34,1.45,1,,,,,,
2,704,7/22/04,60,23000, ,U,5.05,0,6.34,1.45,1,,,,,,
2,705,7/23/04,60,19256, ,U,5.05,0,6.34,1.45,3,,,,,,
2,707,7/23/04,60,18942, ,U,5.05,1,6.34,1.45,3,,,,,,
2,704,7/23/04,60,20000, ,U,5.05,0,6.34,1.45,2,,,,,,
3,699,8/1/04,60,24000, ,U,5.15,0,8.55,1.50,3,,,,,,
3,695,8/1/04,60,20000, ,U,5.15,0,8.55,1.50,1,,,,,,
3,690,8/2/04,60,20846, ,U,5.15,1,8.55,1.51,3,,,,,,
2,709,8/2/04,60,19500, ,U,5.15,0,6.34,1.51,1,,,,,,
2,703,8/2/04,60,24000, ,U,5.15,0,6.34,1.51,3,,,,,,
3,712,8/2/04,60,22258, ,U,5.15,0,6.39,1.51,3,,,,,,
2,708,8/2/04,60,21500, ,U,5.15,0,6.34,1.51,3,,,,,,
2,700,8/2/04,60,25000, ,U,5.15,0,6.34,1.51,1,,,,,,
2,706,8/2/04,60,20000, ,U,5.15,0,6.34,1.51,3,,,,,,
2,704,8/2/04,60,24000, ,U,5.15,0,6.34,1.51,3,,,,,,
3,698,8/2/04,60,20000, ,U,5.15,0,8.55,1.51,1,,,,,,
3,685,8/3/04,60,23000, ,U,5.15,0,8.65,1.53,3,,,,,,
2,704,8/4/04,60,24999, ,U,5.15,0,6.44,1.54,2,,,,,,
2,712,8/4/04,60,21500, ,U,5.15,0,6.44,1.54,2,,,,,,
2,706,8/4/04,60,25000, ,U,5.15,0,6.44,1.54,2,,,,,,
2,693,8/4/04,60,21079, ,U,5.15,1,6.44,1.54,2,,,,,,
2,704,8/4/04,60,25000, ,U,5.15,0,6.44,1.54,3,,,,,,
3,696,8/5/04,60,21000, ,U,5.15,0,8.65,1.56,1,,,,,,
2,707,8/5/04,60,23082, ,U,5.15,0,6.44,1.56,3,,,,,,
2,708,8/5/04,60,18000, ,U,5.15,0,6.44,1.56,1,,,,,,
2,699,8/5/04,60,22000, ,U,5.15,0,6.44,1.56,1,,,,,,
3,687,8/5/04,60,22158, ,U,5.15,1,8.65,1.56,1,,,,,,
3,694,8/6/04,60,25000, ,U,5.15,0,8.65,1.57,3,,,,,,
2,705,8/6/04,60,25000, ,U,5.15,0,6.44,1.57,3,,,,,,
3,698,8/6/04,60,20000, ,U,5.15,0,8.55,1.57,3,,,,,,
3,696,8/6/04,60,20000, ,U,5.15,0,8.65,1.57,1,,,,,,
2,709,8/6/04,60,25000, ,U,5.15,0,6.44,1.57,3,,,,,,
2,705,8/7/04,60,18000, ,U,5.15,0,6.44,1.57,1,,,,,,
2,706,8/9/04,60,20180, ,U,5.15,1,6.44,1.57,1,,,,,,
3,685,8/8/04,60,22000, ,U,5.15,0,8.65,1.57,3,,,,,,
3,699,8/9/04,60,19387, ,U,5.15,0,8.65,1.57,1,,,,,,
2,707,8/9/04,60,24000, ,U,5.15,0,6.44,1.57,1,,,,,,
2,709,8/9/04,60,20161, ,U,5.15,1,6.44,1.57,3,,,,,,
3,692,8/9/04,60,23000, ,U,5.15,0,8.65,1.57,3,,,,,,
2,705,8/10/04,60,19000, ,U,5.15,0,6.44,1.58,1,,,,,,
2,707,8/10/04,60,24861, ,U,5.15,1,6.44,1.58,3,,,,,,
3,691,8/11/04,60,25000, ,U,5.15,0,8.65,1.60,1,,,,,,
2,710,8/11/04,60,19000, ,U,5.15,0,6.44,1.60,3,,,,,,
3,690,8/13/04,60,18000, ,U,5.15,0,8.65,1.60,1,,,,,,
2,708,8/13/04,60,25000, ,U,5.15,0,6.44,1.60,3,,,,,,
3,685,8/16/04,60,21999, ,U,5.15,0,8.65,1.60,3,,,,,,
3,684,8/16/04,60,25000, ,U,5.15,0,8.65,1.60,1,,,,,,
2,705,8/16/04,60,25000, ,U,5.15,0,6.44,1.60,1,,,,,,
3,691,8/16/04,60,19718, ,U,5.15,1,8.65,1.60,3,,,,,,
2,700,8/16/04,60,25000, ,U,5.15,0,6.44,1.60,1,,,,,,
2,707,8/16/04,60,20000, ,U,5.15,0,6.44,1.60,1,,,,,,
3,689,8/16/04,60,24500, ,U,5.15,0,8.65,1.60,1,,,,,,
2,707,8/16/04,60,20692, ,U,5.15,1,6.44,1.60,3,,,,,,
3,689,8/17/04,60,23000, ,U,5.15,0,8.65,1.60,1,,,,,,
3,691,8/17/04,60,22439, ,U,5.15,0,8.65,1.60,3,,,,,,
3,687,8/17/04,60,24748, ,U,5.15,1,8.65,1.60,1,,,,,,
2,707,8/18/04,60,18149, ,U,5.15,1,6.44,1.60,1,,,,,,
2,702,8/18/04,60,24500, ,U,5.15,0,4.54,1.60,3,,,,,,
3,685,8/18/04,60,19100, ,U,5.15,0,8.65,1.60,1,,,,,,
3,685,8/18/04,60,19100, ,U,5.15,0,8.65,1.60,1,,,,,,
3,696,8/19/04,60,18500, ,U,5.15,0,8.65,1.61,3,,,,,,
3,692,8/19/04,60,23000, ,U,5.15,0,8.65,1.61,3,,,,,,
3,691,8/20/04,60,20205, ,U,5.15,0,8.65,1.61,3,,,,,,
3,695,8/20/04,60,24000, ,U,5.15,0,8.65,1.61,1,,,,,,
3,689,8/20/04,60,23700, ,U,5.15,0,8.65,1.61,3,,,,,,
2,707,8/21/04,60,20000, ,U,5.15,0,6.44,1.61,3,,,,,,
3,687,8/22/04,60,25000, ,U,5.15,0,8.65,1.61,3,,,,,,
3,692,8/23/04,60,23000, ,U,5.15,0,8.65,1.62,1,,,,,,
3,697,8/23/04,60,25000, ,U,5.15,0,6.49,1.62,3,,,,,,
3,689,8/23/04,60,24284, ,U,5.15,0,8.65,1.62,3,,,,,,
3,693,8/24/04,60,20000, ,U,5.15,0,8.65,1.63,3,,,,,,
3,686,8/24/04,60,21000, ,U,5.15,0,8.65,1.63,1,,,,,,
3,690,8/24/04,60,23500, ,U,5.15,0,8.65,1.63,3,,,,,,
3,707,8/24/04,60,24518, ,U,5.15,0,8.65,1.63,3,,,,,,
3,689,8/24/04,60,20398, ,U,5.15,1,8.65,1.63,3,,,,,,
2,704,8/25/04,60,25000, ,U,5.15,0,6.44,1.63,1,,,,,,
2,701,8/25/04,60,19000, ,U,5.15,1,6.44,1.63,3,,,,,,
3,688,8/25/04,60,25000, ,U,5.15,1,8.65,1.63,1,,,,,,
3,696,8/27/04,60,21992, ,U,5.15,0,8.65,1.65,3,,,,,,
3,691,8/27/04,60,21000, ,U,5.15,0,8.65,1.65,1,,,,,,
2,706,8/27/04,60,20000, ,U,5.15,0,6.44,1.65,1,,,,,,
3,695,8/27/04,60,22000, ,U,5.15,0,8.65,1.65,1,,,,,,
3,687,8/27/04,60,19698, ,U,5.15,1,8.65,1.65,3,,,,,,
3,699,8/28/04,60,25000, ,U,5.15,0,8.65,1.65,3,,,,,,
2,712,8/28/04,60,22489, ,U,5.15,0,6.44,1.65,1,,,,,,
3,692,8/28/04,60,25000, ,U,5.15,0,8.65,1.65,1,,,,,,
2,711,8/29/04,60,22000, ,U,4.89,0,6.44,1.65,1,,,,,,
2,705,8/29/04,60,22900, ,U,4.89,0,6.44,1.65,3,,,,,,
2,700,8/29/04,60,20000, ,U,4.89,0,6.44,1.65,3,,,,,,
3,694,8/29/04,60,18000, ,U,4.89,0,8.65,1.65,3,,,,,,
3,685,8/30/04,60,23707, ,U,4.89,0,8.65,1.65,1,,,,,,
3,694,8/30/04,60,20000, ,U,4.89,0,8.65,1.65,1,,,,,,
2,700,8/31/04,60,19500, ,U,4.89,0,6.44,1.67,3,,,,,,
3,687,8/31/04,60,20999, ,U,4.89,0,8.65,1.67,1,,,,,,
3,692,8/31/04,60,18000, ,U,4.89,0,8.65,1.67,3,,,,,,
3,712,9/1/04,60,25000, ,U,4.89,0,8.65,1.67,3,,,,,,
2,701,9/1/04,60,24500, ,U,4.89,1,6.44,1.67,1,,,,,,
3,692,9/1/04,60,25000, ,U,4.89,0,8.65,1.67,3,,,,,,
3,699,9/1/04,60,25000, ,U,4.89,0,8.65,1.67,3,,,,,,
3,692,9/1/04,60,20000, ,U,4.89,0,8.65,1.67,3,,,,,,
2,702,9/2/04,60,18052, ,U,4.89,0,6.44,1.69,3,,,,,,
1,691,9/2/04,60,25000, ,U,4.89,0,4.89,1.69,3,,,,,,
3,694,9/2/04,60,25000, ,U,4.89,0,8.65,1.69,3,,,,,,
3,695,9/2/04,60,18744, ,U,4.89,1,8.65,1.69,3,,,,,,
3,687,9/2/04,60,25000, ,U,4.89,0,8.65,1.69,1,,,,,,
3,687,9/3/04,60,25000, ,U,4.89,0,8.65,1.70,3,,,,,,
1,697,9/3/04,60,19000, ,U,4.89,0,4.89,1.70,1,,,,,,
2,706,9/4/04,60,25000, ,U,4.89,0,6.34,1.70,3,,,,,,
2,711,9/4/04,60,18000, ,U,4.89,0,6.44,1.70,3,,,,,,
3,695,9/5/04,60,24270, ,U,4.89,1,8.65,1.70,1,,,,,,
1,702,9/7/04,60,25000, ,U,4.89,0,4.89,1.74,1,,,,,,
2,707,9/7/04,60,18000, ,U,4.89,0,6.44,1.74,1,,,,,,
3,687,9/7/04,60,22000, ,U,4.89,0,8.65,1.74,1,,,,,,
3,689,9/8/04,60,22329, ,U,4.89,0,8.65,1.74,1,,,,,,
3,688,9/8/04,60,20000, ,U,4.89,0,8.65,1.74,3,,,,,,
3,687,9/8/04,60,24999, ,U,4.89,1,8.65,1.74,1,,,,,,
3,685,9/8/04,60,18000, ,U,4.89,0,8.65,1.74,3,,,,,,
2,707,9/9/04,60,19500, ,U,4.89,0,6.44,1.75,1,,,,,,
2,711,9/10/04,60,18000, ,U,4.89,0,6.44,1.76,1,,,,,,
3,696,9/10/04,60,17956, ,U,4.89,0,8.65,1.76,3,,,,,,
3,698,9/11/04,60,18000, ,U,4.89,0,8.65,1.76,3,,,,,,
2,706,9/11/04,60,19500, ,U,4.89,1,6.44,1.76,1,,,,,,
2,709,9/12/04,60,22000, ,U,4.89,0,6.44,1.76,1,,,,,,
3,699,9/12/04,60,25000, ,U,4.89,0,8.65,1.76,1,,,,,,
3,688,9/13/04,60,19999, ,U,4.89,0,8.65,1.76,1,,,,,,
3,699,9/13/04,60,24999, ,U,4.89,0,8.65,1.76,3,,,,,,
3,685,9/13/04,60,20720, ,U,4.89,0,8.65,1.76,3,,,,,,
2,708,9/13/04,60,25000, ,U,4.89,0,6.44,1.76,3,,,,,,
3,688,9/13/04,60,21856, ,U,4.89,0,8.65,1.76,3,,,,,,
3,691,9/14/04,60,25000, ,U,4.89,0,8.65,1.78,3,,,,,,
3,686,9/14/04,60,20224, ,U,4.89,0,8.65,1.78,3,,,,,,
3,695,9/14/04,60,20000, ,U,4.89,0,8.65,1.78,3,,,,,,
3,694,9/14/04,60,19427, ,U,4.89,0,8.65,1.78,3,,,,,,
3,687,9/15/04,60,24500, ,U,4.89,0,8.65,1.79,1,,,,,,
3,685,9/15/04,60,25000, ,U,4.89,0,8.65,1.79,3,,,,,,
1,711,9/15/04,60,19000, ,U,4.89,0,4.89,1.79,1,,,,,,
3,691,9/15/04,60,21923, ,U,4.89,1,8.65,1.79,1,,,,,,
2,702,9/15/04,60,25000, ,U,4.89,0,6.44,1.79,1,,,,,,
2,711,9/15/04,60,21000, ,U,4.89,0,6.44,1.79,1,,,,,,
3,692,9/16/04,60,25000, ,U,4.89,0,8.65,1.81,3,,,,,,
3,694,9/16/04,60,25000, ,U,4.89,0,8.65,1.81,1,,,,,,
3,689,9/16/04,60,18549, ,U,4.89,1,8.65,1.81,1,,,,,,
1,688,9/18/04,60,18400, ,U,4.79,0,4.79,1.82,3,,,,,,
3,685,9/19/04,60,25000, ,U,4.79,0,8.65,1.82,1,,,,,,
3,686,9/19/04,60,23000, ,U,4.79,0,8.65,1.82,1,,,,,,
2,702,9/19/04,60,25000, ,U,4.79,0,6.44,1.82,3,,,,,,
3,684,9/20/04,60,24000, ,U,4.79,0,8.65,1.83,3,,,,,,
3,690,9/20/04,60,18000, ,U,4.79,0,8.65,1.83,1,,,,,,
3,690,9/23/04,60,25000, ,U,4.79,0,8.65,1.84,3,,,,,,
3,688,9/21/04,60,20000, ,U,4.79,0,8.65,1.83,1,,,,,,
3,685,9/21/04,60,24000, ,U,4.79,0,8.65,1.83,1,,,,,,
3,692,9/21/04,60,20000, ,U,4.79,0,8.65,1.83,1,,,,,,
3,685,9/21/04,60,18000, ,U,4.79,0,8.65,1.83,3,,,,,,
2,707,9/23/04,60,19999, ,U,4.79,0,6.44,1.84,1,,,,,,
2,706,9/23/04,60,20290, ,U,4.79,1,6.44,1.84,1,,,,,,
3,685,9/23/04,60,20683, ,U,4.79,0,8.65,1.84,2,,,,,,
2,707,9/24/04,60,20000, ,U,4.79,0,6.44,1.84,1,,,,,,
2,704,9/24/04,60,25000, ,U,4.79,0,6.44,1.84,2,,,,,,
3,697,9/24/04,60,23500, ,U,4.79,0,8.65,1.84,1,,,,,,
2,707,9/24/04,60,21000, ,U,4.79,0,6.44,1.84,2,,,,,,
3,694,9/25/04,60,21000, ,U,4.79,0,8.65,1.84,2,,,,,,
2,707,9/25/04,60,20000, ,U,4.79,0,6.44,1.84,1,,,,,,
2,710,9/25/04,60,17999, ,U,4.79,0,6.44,1.84,2,,,,,,
2,702,9/25/04,60,22000, ,U,4.79,0,6.44,1.84,2,,,,,,
3,704,9/27/04,60,24000, ,U,4.79,1,6.49,1.84,1,,,,,,
3,685,9/27/04,60,20500, ,U,4.79,0,8.65,1.84,2,,,,,,
3,693,9/27/04,60,19400, ,U,4.79,0,8.65,1.84,1,,,,,,
2,702,9/27/04,60,23000, ,U,4.79,0,6.44,1.84,2,,,,,,
2,688,9/27/04,60,25000, ,U,4.79,0,6.44,1.84,2,,,,,,
2,710,9/27/04,60,19000, ,U,4.79,0,6.44,1.84,2,,,,,,
2,709,9/27/04,60,20000, ,U,4.79,0,6.44,1.84,2,,,,,,
3,687,9/27/04,60,20000, ,U,4.79,0,8.65,1.84,3,,,,,,
2,712,9/27/04,60,24500, ,U,4.79,0,6.44,1.84,1,,,,,,
3,685,9/28/04,60,25000, ,U,4.79,0,8.65,1.84,2,,,,,,
2,701,9/28/04,60,20000, ,U,4.79,0,6.44,1.84,1,,,,,,
2,702,9/28/04,60,20000, ,U,4.79,0,6.44,1.84,2,,,,,,
1,684,9/28/04,60,21600, ,U,4.79,0,4.79,1.84,2,,,,,,
2,710,9/28/04,60,22984, ,U,4.79,0,6.34,1.84,3,,,,,,
3,687,9/28/04,60,22000, ,U,4.79,0,8.65,1.84,3,,,,,,
1,709,9/28/04,60,20000, ,U,4.79,0,4.79,1.84,2,,,,,,
3,692,9/28/04,60,20000, ,U,4.79,0,8.65,1.84,3,,,,,,
3,684,9/29/04,60,21000, ,U,4.79,0,8.65,1.84,1,,,,,,
3,697,9/29/04,60,24164, ,U,4.79,0,8.65,1.84,3,,,,,,
3,699,9/29/04,60,25000, ,U,4.79,0,8.65,1.84,1,,,,,,
3,693,9/29/04,60,22000, ,U,4.79,0,8.65,1.84,2,,,,,,
3,706,9/29/04,60,20000, ,U,4.79,0,6.49,1.84,3,,,,,,
2,703,9/30/04,60,25000, ,U,4.79,0,6.44,1.84,2,,,,,,
3,688,9/30/04,60,21000, ,U,4.79,0,8.65,1.84,3,,,,,,
3,694,9/30/04,60,24999, ,U,4.79,0,8.65,1.84,2,,,,,,
2,710,9/30/04,60,24000, ,U,4.79,0,6.44,1.84,2,,,,,,
2,685,9/30/04,60,24000, ,U,4.79,0,6.44,1.84,1,,,,,,
3,698,9/30/04,60,25000, ,U,4.79,0,8.65,1.84,1,,,,,,
3,690,9/30/04,60,20582, ,U,4.79,0,8.65,1.84,3,,,,,,
3,690,9/30/04,60,25000, ,U,4.79,0,8.65,1.84,1,,,,,,
3,699,9/30/04,60,20988, ,U,4.79,0,8.65,1.84,3,,,,,,
3,691,10/1/04,60,25000, ,U,4.79,0,8.65,1.84,2,,,,,,
3,688,10/1/04,60,18653, ,U,4.79,1,8.65,1.84,1,,,,,,
1,710,10/1/04,60,23305, ,U,4.79,1,4.79,1.84,2,,,,,,
3,692,10/1/04,60,21300, ,U,4.79,1,8.65,1.84,3,,,,,,
2,710,10/1/04,60,23000, ,U,4.79,0,6.44,1.84,2,,,,,,
3,689,10/1/04,60,18345, ,U,4.79,0,8.65,1.84,3,,,,,,
1,699,10/1/04,60,21290, ,U,4.79,1,4.79,1.84,1,,,,,,
2,697,10/2/04,60,23700, ,U,4.79,1,6.44,1.84,3,,,,,,
3,696,10/2/04,60,20000, ,U,4.79,0,8.65,1.84,3,,,,,,
3,688,10/2/04,60,18000, ,U,4.79,0,8.65,1.84,1,,,,,,
2,711,10/3/04,60,25000, ,U,4.79,0,6.44,1.84,3,,,,,,
3,686,10/3/04,60,25000, ,U,4.79,0,8.65,1.84,1,,,,,,
2,709,10/3/04,60,18000, ,U,4.79,0,6.44,1.84,3,,,,,,
3,692,10/3/04,60,24495, ,U,4.79,0,8.65,1.84,2,,,,,,
3,695,10/3/04,60,18000, ,U,4.79,0,8.65,1.84,2,,,,,,
2,711,10/3/04,60,22000, ,U,4.79,0,6.44,1.84,3,,,,,,
2,703,10/3/04,60,20000, ,U,4.79,0,6.44,1.84,3,,,,,,
2,709,10/3/04,60,21000, ,U,4.79,0,6.44,1.84,1,,,,,,
3,698,10/4/04,60,20036, ,U,4.79,1,8.65,1.84,3,,,,,,
1,709,10/4/04,60,19999, ,U,4.79,0,4.79,1.84,3,,,,,,
2,710,10/4/04,60,21000, ,U,4.79,0,6.44,1.84,2,,,,,,
2,711,10/4/04,60,23500, ,U,4.79,0,6.44,1.84,2,,,,,,
2,708,10/4/04,60,20000, ,U,4.79,0,6.44,1.84,2,,,,,,
3,689,10/4/04,60,25000, ,U,4.79,0,8.65,1.84,2,,,,,,
2,700,10/5/04,60,22000, ,U,4.79,0,6.44,1.84,2,,,,,,
1,711,10/5/04,60,21000, ,U,4.79,0,4.79,1.84,1,,,,,,
2,707,10/5/04,60,21660, ,U,4.79,0,6.44,1.84,2,,,,,,
2,708,10/5/04,60,24500, ,U,4.79,0,6.44,1.84,1,,,,,,
2,689,10/5/04,60,17999, ,U,4.79,0,6.44,1.84,2,,,,,,
2,712,10/5/04,60,25000, ,U,4.79,0,6.44,1.84,3,,,,,,
2,694,10/5/04,60,25000, ,U,4.79,0,6.44,1.84,2,,,,,,
3,685,10/5/04,60,19580, ,U,4.79,1,8.65,1.84,2,,,,,,
1,700,10/5/04,60,24500, ,U,4.79,0,4.79,1.84,2,,,,,,
1,708,10/5/04,60,22000, ,U,4.79,0,4.79,1.84,2,,,,,,
3,696,10/6/04,60,24284, ,U,4.79,0,8.65,1.84,2,,,,,,
3,695,10/6/04,60,20000, ,U,4.79,0,8.65,1.84,2,,,,,,
3,697,10/6/04,60,25000, ,U,4.79,0,8.65,1.84,2,,,,,,
3,694,10/7/04,60,24075, ,U,4.79,0,8.65,1.86,3,,,,,,
2,706,10/7/04,60,21900, ,U,4.79,0,6.44,1.86,1,,,,,,
3,692,10/7/04,60,20500, ,U,4.79,0,8.65,1.86,2,,,,,,
3,702,10/7/04,60,22393, ,U,4.79,1,6.49,1.86,1,,,,,,
2,709,10/7/04,60,25000, ,U,4.79,0,6.44,1.86,2,,,,,,
3,699,10/7/04,60,22000, ,U,4.79,0,8.65,1.86,2,,,,,,
3,689,10/7/04,60,23602, ,U,4.79,0,8.65,1.86,1,,,,,,
3,689,10/7/04,60,23000, ,U,4.79,0,8.65,1.86,2,,,,,,
3,699,10/8/04,60,22000, ,U,4.79,0,8.65,1.86,2,,,,,,
3,708,10/8/04,60,19500, ,U,4.79,0,6.49,1.86,2,,,,,,
